,brand,model,raw_model,category,lens_width,nose_bridge,temple_length,frame_width
1007,Porsche Design,"P8321, S3 B",P8321S3B,Мужские оправы для очков,56,15,140,137
1008,Lastrada,I6455 C4,I6455C4,Мужские оправы для очков,54,18,135,138
1009,Guess,GU1803 MGRN,GU1803MGRN,Мужские оправы для очков,53,17,140,130
1010,Guess,GU1843 BL,GU1843BL,Мужские оправы для очков,55,17,145,135
1011,Guess,GU1890 005,GU1890005,Мужские оправы для очков,54,17,145,130
1012,Clic,"VISION CRN/1 (+1,5)",VISIONCRN115,Мужские оправы для очков,49,17,0,145
1013,Unique You,UQ 407 C001,UQ407C001,Мужские оправы для очков,55,18,140,137
1014,Unique You,UQ 407 C002,UQ407C002,Мужские оправы для очков,55,18,140,140
1015,Ecoflex,EF 024 C.1,EF024C1,Мужские оправы для очков,55,17,140,145
1016,Kerf,CKF21 C018,CKF21C018,Мужские оправы для очков,55,17,145,144
1017,Barton,BA 0128 C.3,BA0128C3,Мужские оправы для очков,55,18,140,137
1018,Barton,BA 0125 C.6,BA0125C6,Мужские оправы для очков,56,18,140,140
1019,Oga,7655O BG071,7655OBG071,Мужские оправы для очков,55,17,140,135
1020,Oga,2669S MG011,2669SMG011,Мужские оправы для очков,53,17,140,135
1021,Versace,3182 5081,31825081,Мужские оправы для очков,53,17,140,135
1022,Athena,"ОПРАВА ATHEMA, AT15101 C1",ОПРАВАATHEMAAT15101C1,Мужские оправы для очков,55,16,140,141
1023,Bvlgari,3010 5066,30105066,Мужские оправы для очков,53,16,135,135
1024,Bulget,BG6419M T01,BG6419MT01,Мужские оправы для очков,54,15,145,135
1025,Bulget,BG4125 A02,BG4125A02,Мужские оправы для очков,56,16,140,140
1026,Belluti,"ОПРАВА BELUTTI, BK056 C01",ОПРАВАBELUTTIBK056C01,Мужские оправы для очков,57,14,135,138
1027,Belluti,"ОПРАВА BELUTTI, BK056 C03",ОПРАВАBELUTTIBK056C03,Мужские оправы для очков,57,14,135,138
1028,Belluti,"ОПРАВА BELUTTI, 6160 C1",ОПРАВАBELUTTI6160C1,Мужские оправы для очков,56,17,140,133
1029,Belluti,"ОПРАВА BELUTTI, BLP0045 C001",ОПРАВАBELUTTIBLP0045C001,Мужские оправы для очков,52,20,140,138
1030,Belluti,"ОПРАВА BELUTTI, BDP0104 C002",ОПРАВАBELUTTIBDP0104C002,Мужские оправы для очков,55,17,143,135
1031,Polaroid,"PLD D405, 807",PLDD405807,Мужские оправы для очков,55,16,150,142
1032,Polaroid,"PLD D390/G, 010",PLDD390G010,Мужские оправы для очков,55,19,150,140
1033,Glodiatr,G 1648 C6,G1648C6,Мужские оправы для очков,58,17,145,142
1034,Nikitana,NK8639 C3,NK8639C3,Мужские оправы для очков,58,17,145,143
1035,Nikitana,NK8638 C6,NK8638C6,Мужские оправы для очков,58,17,145,143
1036,Genex,G546 C19,G546C19,Мужские оправы для очков,54,18,140,140
1037,Genex,G5553 C25,G5553C25,Мужские оправы для очков,54,16,140,133
1038,Baldessarini,B4115 B,B4115B,Мужские оправы для очков,57,15,135,135
1039,Leonardo D,LD 588 30-A SCHWA,LD58830ASCHWA,Мужские оправы для очков,56,20,145,138
1040,Roy Robson,10073 - 1,100731,Мужские оправы для очков,55,18,145,137
1041,Roy Robson,TITAN 60106 - 3,TITAN601063,Мужские оправы для очков,54,16,145,140
1042,Roy Robson,10074 - 2,100742,Мужские оправы для очков,60,18,150,148
1043,Roy Robson,TITAN 40098 - 2,TITAN400982,Мужские оправы для очков,55,19,145,140
1044,Roy Robson,TITAN 40097 - 1,TITAN400971,Мужские оправы для очков,50,19,145,135
1045,Roy Robson,10073 - 2,100732,Мужские оправы для очков,55,18,145,135
1046,Bulget,BG1769MT 09A,BG1769MT09A,Мужские оправы для очков,54,17,142,140
1047,Bulget,BG1717M C4,BG1717MC4,Мужские оправы для очков,60,17,148,148
1048,Roy Robson,60113/SG - 3,60113SG3,Мужские оправы для очков,56,16,145,144
1049,Roy Robson,10074- 1,100741,Мужские оправы для очков,60,18,150,148
1050,Ventoe,VCL 4316 C12,VCL4316C12,Мужские оправы для очков,53,18,145,140
1051,Ventoe,VCL 4311 C01,VCL4311C01,Мужские оправы для очков,55,19,145,144
1052,Ventoe,VCL 4317 C11,VCL4317C11,Мужские оправы для очков,55,16,143,140
1053,Ventoe,VCL 4308 C12,VCL4308C12,Мужские оправы для очков,54,17,140,141
1054,Ventoe,VCL 4313 C12,VCL4313C12,Мужские оправы для очков,54,15,142,138
1055,Clic,"EXECUTIVE, CXM-22 (+3,0)",EXECUTIVECXM2230,Мужские оправы для очков,55,19,0,150
1056,William Morris,LN50181 C3,LN50181C3,Мужские оправы для очков,57,16,145,145
1057,William Morris,LN50064 C3,LN50064C3,Мужские оправы для очков,54,18,145,140
1058,William Morris,LN50274 C3,LN50274C3,Мужские оправы для очков,54,18,145,137
1059,Riviera,RVS-917M C3,RVS917MC3,Мужские оправы для очков,55,20,155,141
1060,William Morris,LN50181 C1,LN50181C1,Мужские оправы для очков,57,16,145,145
1061,William Morris,LN50182 C2,LN50182C2,Мужские оправы для очков,55,18,145,144
1062,Rafaelle,RLJ-1908 C2,RLJ1908C2,Мужские оправы для очков,56,17,145,135
1063,Bulget,BG1719M C4,BG1719MC4,Мужские оправы для очков,58,18,145,146
1064,Swing,LO 153 C33,LO153C33,Мужские оправы для очков,54,15,145,138
1065,Swing,LO 152 C33,LO152C33,Мужские оправы для очков,51,20,140,138
1066,Swing,LO 154 COL.31,LO154COL31,Мужские оправы для очков,54,14,145,135
1067,Swing,LO 155 COL.22,LO155COL22,Мужские оправы для очков,55,16,140,138
1068,Swing,LO 155 C33,LO155C33,Мужские оправы для очков,55,16,140,140
1069,La Stella,LSO 1005 C3,LSO1005C3,Мужские оправы для очков,56,18,145,142
1070,Sferoflex,SF 2289-231,SF2289231,Мужские оправы для очков,53,17,145,135
1071,La Stella,841 C2,841C2,Мужские оправы для очков,56,18,150,143
1072,La Stella,839 C3,839C3,Мужские оправы для очков,56,18,150,140
1073,U.s. Polo Assn,USOCW 0005 C2,USOCW0005C2,Мужские оправы для очков,56,18,140,137
1074,U.s. Polo Assn,USOCM 0001 C2,USOCM0001C2,Мужские оправы для очков,55,17,140,137
1075,U.s. Polo Assn,USO 0086 C3,USO0086C3,Мужские оправы для очков,60,18,150,150
1076,U.s. Polo Assn,USOCM 0033 C3,USOCM0033C3,Мужские оправы для очков,52,17,135,137
1077,U.s. Polo Assn,USO 0087 C3,USO0087C3,Мужские оправы для очков,57,18,145,144
1078,U.s. Polo Assn,USOCM 0027 C1,USOCM0027C1,Мужские оправы для очков,53,18,140,138
1079,U.s. Polo Assn,USO 0060 C1,USO0060C1,Мужские оправы для очков,55,18,145,135
1080,U.s. Polo Assn,USO 0060 C2,USO0060C2,Мужские оправы для очков,55,18,145,135
1081,Despada,DS-906 C.4,DS906C4,Мужские оправы для очков,55,17,140,138
1082,Despada,DS-773 C.3,DS773C3,Мужские оправы для очков,54,18,145,136
1083,Roy Robson,TITAN 40084 - 1,TITAN400841,Мужские оправы для очков,54,18,145,144
1084,Roy Robson,TITAN 60116 - 3,TITAN601163,Мужские оправы для очков,56,15,145,142
1085,Roy Robson,10084- 2,100842,Мужские оправы для очков,57,17,145,145
1086,Roy Robson,10084- 1,100841,Мужские оправы для очков,57,17,145,140
1087,Blancia,BC-205 C3,BC205C3,Мужские оправы для очков,56,15,140,137
1088,Blancia,BC-168 C.2,BC168C2,Мужские оправы для очков,55,15,142,135
1089,Filos,"FF1309, 07",FF130907,Мужские оправы для очков,60,19,145,148
1090,Filos,"FF1316, 04",FF131604,Мужские оправы для очков,58,17,145,143
1091,Filos,"FF1313, 12",FF131312,Мужские оправы для очков,57,18,145,140
1092,Filos,"FF1315, 01",FF131501,Мужские оправы для очков,55,18,145,133
1093,Filos,"FF1315, 03",FF131503,Мужские оправы для очков,55,18,145,135
1094,Filos,"FF1302, 07",FF130207,Мужские оправы для очков,58,16,145,140
1095,Filos,"FF1304, 07",FF130407,Мужские оправы для очков,57,18,140,142
1096,Filos,"FF1300, 04",FF130004,Мужские оправы для очков,57,18,145,134
1097,Filos,"FF1300, 05",FF130005,Мужские оправы для очков,57,18,145,134
1098,Filos,"FF1303, 03",FF130303,Мужские оправы для очков,56,18,140,138
1099,Filos,"FF1303, 01",FF130301,Мужские оправы для очков,56,18,140,138
1100,Filos,"FF1303, 07",FF130307,Мужские оправы для очков,56,18,140,138
1101,Emporio Armani,EA 1052-3070,EA10523070,SALE,55,17,140,138
1102,Emporio Armani,EA 3170-5063,EA31705063,SALE,55,18,140,144
1103,Fisher Price Kids,"FPVN018, ORG (47)",FPVN018ORG47,SALE,47,15,130,121
1104,Fisher Price Kids,"FPVN004, BLK (47)",FPVN004BLK47,SALE,47,16,120,126
1105,Fisher Price Kids,FPV/19 C.580 (36),FPV19C58036,SALE,36,15,115,110
1106,Fisher Price Kids,FPM014 C08 (46),FPM014C0846,SALE,46,18,135,131
1107,Fisher Price Kids,"FPVN013, PNK (45)",FPVN013PNK45,SALE,45,17,130,118
1108,Valentin Yudashkin,VY 16 C.04,VY16C04,SALE,53,14,130,135
1109,Max&co,"MAX&CO 291/S, 4K7",MAXCO291S4K7,SALE,51,18,145,135
1110,Nano,"ISTA, NAO3180444",ISTANAO3180444,SALE,44,14,120,113
1111,Nano,"ISTA, NAO3060644",ISTANAO3060644,SALE,44,13,120,110
1112,Nano,"ISTA, NAO3050545",ISTANAO3050545,SALE,45,13,123,114
1113,Nano,"ISTA, NAO630347",ISTANAO630347,SALE,47,16,127,125
1114,Fisher Price Kids,FPV/19 C.520 (39),FPV19C52039,SALE,39,15,115,120
1115,Fisher Price Kids,FPVN003 VLT (46),FPVN003VLT46,SALE,46,14,120,118
1116,Fisher Price Kids,FPVN005 BLK (49),FPVN005BLK49,SALE,49,15,120,124
1117,Nano,"ISTA,  NAO130148",ISTANAO130148,SALE,48,17,130,122
1118,Nano,"ISTA,  NAO3041244",ISTANAO3041244,SALE,44,13,117,114
1119,Nano,"ISTA, NAO2070248",ISTANAO2070248,SALE,48,17,130,125
1120,Nano,"ISTA, NAO740144",ISTANAO740144,SALE,44,16,127,118
1121,Nano,"ISTA, NAO750142",ISTANAO750142,SALE,42,15,107,115
1122,Nano,"ISTA, NAO750144",ISTANAO750144,SALE,44,16,127,120
1123,Fisher Price Kids,FPV/28 C.610 (43),FPV28C61043,SALE,43,13,110,115
1124,Fisher Price Kids,FPV/19 C.580 (39),FPV19C58039,SALE,39,15,115,110
1125,Fisher Price Kids,FPVN015 BLUE (45),FPVN015BLUE45,SALE,45,15,130,117
1126,Fisher Price Kids,FPV/18 C.612 (38),FPV18C61238,SALE,38,14,115,110
1127,Fisher Price Kids,FPVN021 SMK (47),FPVN021SMK47,SALE,47,16,130,122
1128,Fisher Price Kids,FPV/27 C.522 (43),FPV27C52243,SALE,43,13,110,99
1129,Fisher Price Kids,FPV/10 C.419 (38),FPV10C41938,SALE,38,14,115,102
1130,Fisher Price Kids,FPV/30 C.530 (41),FPV30C53041,SALE,41,14,110,110
1149,Fisher Price Kids,FPV/10 C.414 (38),FPV10C41438,SALE,41,14,115,96
1150,Fisher Price Kids,FPV/39 C.594 (44),FPV39C59444,SALE,44,14,120,114
1151,Fisher Price Kids,FPV/39 C.594 (46),FPV39C59446,SALE,46,14,120,120
1152,Nano,"ISTA GLOW, NAO670748",ISTAGLOWNAO670748,SALE,48,17,127,128
1156,Nano,"ISTA, NAO3170152",ISTANAO3170152,SALE,52,15,148,130
1157,Fisher Price Kids,FPCR002 LIL (46),FPCR002LIL46,SALE,46,15,130,121
1158,Fisher Price Kids,FPVN002 LIL (44),FPVN002LIL44,SALE,44,15,120,116
1159,Fisher Price Kids,FPVN018 BLUE (47),FPVN018BLUE47,SALE,47,15,130,120
1160,Fisher Price Kids,FPVN017 FXA (48),FPVN017FXA48,SALE,48,15,135,124
1161,Fisher Price Kids,FPVN023 LIL (44),FPVN023LIL44,SALE,44,15,130,116
1162,Fisher Price Kids,FPVN015 RED (45),FPVN015RED45,SALE,45,15,130,116
1163,Fisher Price Kids,FPVN015 BLK (45),FPVN015BLK45,SALE,45,15,130,117
1164,Nano,"ISTA, NAO3180646",ISTANAO3180646,SALE,46,14,132,117
1165,Max&co,"MAX&CO 220, 6YU",MAXCO2206YU,Оправы для очков - распродажа,53,16,135,135
1166,Yves Saint Laurent,"YSL 6382, 086",YSL6382086,Оправы для очков - распродажа,53,17,135,135
1167,Fendi,"FF 0023, 7UU",FF00237UU,Оправы для очков - распродажа,50,19,140,140
1168,Emporio Armani,EA 1041-3130,EA10413130,Оправы для очков - распродажа,55,17,140,137
1169,Laura Ashley,LA 372 COL.1,LA372COL1,Оправы для очков - распродажа,53,16,140,135
1170,Laura Ashley,LA 372 COL.2,LA372COL2,Оправы для очков - распродажа,53,16,140,134
1171,Laura Ashley,LA 372 COL.3,LA372COL3,Оправы для очков - распродажа,53,16,140,133
1172,Laura Ashley,LA 358 COL.3,LA358COL3,Оправы для очков - распродажа,50,19,135,132
1173,Laura Ashley,LA 678B COL.2,LA678BCOL2,Оправы для очков - распродажа,51,17,135,135
1174,Laura Ashley,LA 675B COL.1,LA675BCOL1,Оправы для очков - распродажа,51,18,135,132
1175,Laura Ashley,LA 675B COL.3,LA675BCOL3,Оправы для очков - распродажа,51,18,135,132
1176,Laura Ashley,LA 676B COL.1,LA676BCOL1,Оправы для очков - распродажа,51,17,140,135
1177,Laura Ashley,LA 686B COL.2,LA686BCOL2,Оправы для очков - распродажа,52,18,135,140
1178,Laura Ashley,LA 682 COL.4,LA682COL4,Оправы для очков - распродажа,51,17,135,135
1179,Laura Ashley,LA 1013B COL.4,LA1013BCOL4,Оправы для очков - распродажа,51,18,140,132
1180,Laura Ashley,LA 1016 COL.4,LA1016COL4,Оправы для очков - распродажа,53,18,140,137
1181,Laura Ashley,LA 190 COL.3,LA190COL3,Оправы для очков - распродажа,53,16,140,138
1415,Alexander Mcqueen,"AMQ 4188/S, D0C",AMQ4188SD0C,Женские очки,62,14,135,145
1416,Carrera,"CARRERA 6000/JC, 3SU",CARRERA6000JC3SU,Женские очки,50,23,145,140
1417,Gucci,"GG 3613/S, 6EX",GG3613S6EX,Женские очки,65,14,135,140
1418,Juicy Couture,"JU 559/S, 816",JU559S816,Женские очки,51,20,140,145
1419,Marc By Marc Jacobs,"MMJ 280/S, XO6",MMJ280SXO6,Женские очки,57,15,135,135
1420,Max&co,"MAX&CO 184/S, 72M",MAXCO184S72M,Женские очки,55,15,140,140
1421,Yves Saint Laurent,"YSL 6373/S, LHF",YSL6373SLHF,Женские очки,56,17,135,140
1422,Giorgio Armani,GA 946/S 7U5,GA946S7U5,Женские очки,46,26,135,130
1423,Yves Saint Laurent,"YSL 6358/S, M67",YSL6358SM67,Женские очки,57,15,135,145
1424,Yves Saint Laurent,"YSL 6358/S, EHF",YSL6358SEHF,Женские очки,57,15,135,140
1425,Giorgio Armani,GA 962/S 807,GA962S807,Женские очки,51,19,140,140
1426,Giorgio Armani,GA 960/S BMX,GA960SBMX,Женские очки,56,17,140,140
1427,Prada,04P MA5-5F1,04PMA55F1,Женские очки,54,19,140,140
1428,Prada,05P RO1-1A1,05PRO11A1,Женские очки,55,20,140,140
1429,Calvin Klein,CK 3156S 075,CK3156S075,Женские очки,54,16,135,140
1430,Calvin Klein,CK 1198S 264,CK1198S264,Женские очки,52,19,135,140
1431,Calvin Klein,"JEANS, CKJ 719S 404",JEANSCKJ719S404,Женские очки,48,21,140,135
1432,Calvin Klein,"JEANS, CKJ 719S 300",JEANSCKJ719S300,Женские очки,48,21,140,135
1433,Calvin Klein,"JEANS, CKJ 733S 405",JEANSCKJ733S405,Женские очки,52,24,140,145
1434,Calvin Klein,"JEANS, CKJ 419S 704",JEANSCKJ419S704,Женские очки,61,14,135,145
1435,Calvin Klein,"JEANS, CKJ 419S 300",JEANSCKJ419S300,Женские очки,61,14,135,145
1436,Calvin Klein,"JEANS, CKJ 419S 001",JEANSCKJ419S001,Женские очки,61,14,135,145
1437,Polaroid,S8157 B,S8157B,Женские очки,42,16,140,140
1438,Odd Molly,M212-9331 DK,M2129331DK,Женские очки,53,19,125,140
1439,Odd Molly,M30-9313 DK,M309313DK,Женские очки,54,19,130,135
1440,Gucci,"GG 4266/S, KJ1",GG4266SKJ1,Женские очки,55,19,135,140
1441,Oxydo,"OX 1070/SC/S, 4L5",OX1070SCS4L5,Женские очки,51,19,145,145
1442,Tod's,"TO 47, 81W",TO4781W,Женские очки,58,16,135,145
1443,Gucci,"GG 3674/S, 1ON",GG3674S1ON,Женские очки,53,19,140,145
1444,Carrera,"CARRERA 6001, W32",CARRERA6001W32,Женские очки,51,19,145,135
1445,Balenciaga,BAL 0143/S HE5 (БЕЗ ФУТЛЯРА),BAL0143SHE5БЕЗФУТЛЯРА,Женские очки,57,18,135,140
1446,Balenciaga,BAL 0124/S ITH (БЕЗ ФУТЛЯРА),BAL0124SITHБЕЗФУТЛЯРА,Женские очки,71,7,120,145
1447,Balenciaga,BAL 0129/S 01P (БЕЗ ФУТЛЯРА),BAL0129S01PБЕЗФУТЛЯРА,Женские очки,58,17,130,130
1448,Balenciaga,BAL 0142/S ITH (БЕЗ ФУТЛЯРА),BAL0142SITHБЕЗФУТЛЯРА,Женские очки,58,15,135,140
1449,Balenciaga,BAL 0127/S 05V (БЕЗ ФУТЛЯРА),BAL0127S05VБЕЗФУТЛЯРА,Женские очки,59,16,135,145
1450,Balenciaga,BAL 0130/S H9B (БЕЗ ФУТЛЯРА),BAL0130SH9BБЕЗФУТЛЯРА,Женские очки,57,13,130,140
1451,Balenciaga,BAL 0131/S H9B  ( БЕЗ ФУТЛЯРА),BAL0131SH9BБЕЗФУТЛЯРА,Женские очки,57,13,130,140
1452,Balenciaga,BAL 0125/S LGC (БЕЗ ФУТЛЯРА),BAL0125SLGCБЕЗФУТЛЯРА,Женские очки,53,20,130,130
1453,Tommy Hilfiger,"TH 1242/S, 1JK",TH1242S1JK,Женские очки,53,20,140,140
1454,Tom Ford,"TF 382, 80B",TF38280B,Женские очки,57,19,140,145
1455,Valentin Yudashkin,VY 3-1891 EO COL. A128,VY31891EOCOLA128,Женские очки,53,15,140,135
1456,Gucci,"GG 4263/S, LOW",GG4263SLOW,Женские очки,60,14,140,140
1457,Tommy Hilfiger,"TH 1187/S, 05L",TH1187S05L,Женские очки,54,21,135,145
1458,Tommy Hilfiger,"TH 1386/S, QQF",TH1386SQQF,Женские очки,54,19,140,140
1459,Tommy Hilfiger,"TH 1261/S, 4LW",TH1261S4LW,Женские очки,57,15,140,140
1460,Marc Jacobs,"MJ 585/S, 807",MJ585S807,Женские очки,55,19,135,140
1461,Sensolatino,BL-SILVER,BLSILVER,Женские очки,55,16,140,140
1462,Silhouette,8149-6240,81496240,Женские очки,54,18,125,135
1463,Vogue,"VO 2963-S, 246348",VO2963S246348,Женские очки,53,20,140,140
1464,Vogue,"VO 4079-S, 280/11",VO4079S28011,Женские очки,66,17,135,140
1465,Vogue,"VO 4111-S, 323/7A",VO4111S3237A,Женские очки,55,17,135,140
1466,Jimmy Choo,GOTHA/S 68I,GOTHAS68I,Женские очки,50,22,145,135
1467,Tommy Hilfiger,TH 1649/S OFY,TH1649SOFY,Женские очки,58,17,140,140
1468,Marc Jacobs,"MARC 105/S, D28",MARC105SD28,Женские очки,53,21,145,140
1469,Marc Jacobs,"MARC 138/S, CSA",MARC138SCSA,Женские очки,51,19,145,140
1470,Marc Jacobs,"MARC DAISY/S, CCP",MARCDAISYSCCP,Женские очки,52,19,145,140
1471,Marc Jacobs,"MARC 106/S, D28",MARC106SD28,Женские очки,54,19,145,145
1472,Max&co,"MAX&CO 0040, 69Y",MAXCO004069Y,Женские очки,53,18,140,136
1473,Max&co,"MAX&CO 0040, 55E",MAXCO004055E,Женские очки,53,18,140,137
1474,Max&co,"MAX&CO 0050, 66A",MAXCO005066A,Женские очки,52,18,140,132
1475,Max&co,"MAX&CO 0043, 92W",MAXCO004392W,Женские очки,55,16,140,141
1476,Emilio Pucci,EP 35 52F,EP3552F,Женские очки,55,19,140,145
1477,Emilio Pucci,EP 20 55T,EP2055T,Женские очки,51,21,140,135
1478,Emilio Pucci,EP 52 15C,EP5215C,Женские очки,60,13,135,140
1479,Bulget,BG3324 09A,BG332409A,Женские очки,60,16,142,142
1480,Bulget,BGY9001 H01P,BGY9001H01P,Женские очки,50,19,140,133
1481,Guess,GU7477  01A,GU747701A,Женские очки,53,18,135,140
1482,Balenciaga,BA 0055 20A,BA005520A,Женские очки,52,19,140,155
1483,Marciano,"СОЛНЦЕЗАЩИТНЫЕ ОЧКИ MARSIANO, GM0769 01B",СОЛНЦЕЗАЩИТНЫЕОЧКИMARSIANOGM076901B,Женские очки,54,15,135,135
1484,Marciano,GM0739 71B,GM073971B,Женские очки,57,17,135,135
1485,Roberto Cavalli,ZAURAK 1018 68B,ZAURAK101868B,Женские очки,55,17,140,130
1486,Swarovski,FARREL SW109  21F,FARRELSW10921F,Женские очки,56,18,135,140
1487,Tom Ford,"TF 517, 69T",TF51769T,Женские очки,55,19,140,140
1488,Tom Ford,"TF 505, 28E",TF50528E,Женские очки,58,14,145,135
1489,Tom Ford,"TF 518, 56W",TF51856W,Женские очки,58,14,140,140
1490,Valentin Yudashkin,VYS 73 C3,VYS73C3,Женские очки,57,17,145,140
1491,Valentin Yudashkin,VY 30060 A2672 AG,VY30060A2672AG,Женские очки,55,16,140,145
1492,Valentin Yudashkin,VY FLUXUS 05,VYFLUXUS05,Женские очки,63,22,135,140
1493,Valentin Yudashkin,VYS 67 C4,VYS67C4,Женские очки,57,18,145,140
1494,Diesel,DL 0216 87Z,DL021687Z,Женские очки,52,16,140,140
1495,Diesel,DL 0216 72C,DL021672C,Женские очки,52,16,140,140
1496,Diesel,DL 0225 83Q,DL022583Q,Женские очки,55,15,140,135
1497,Diesel,DL 0234 92Z,DL023492Z,Женские очки,52,18,135,140
1498,Sunvision,15027-1,150271,Женские очки,57,17,135,140
1499,Sunvision,15029-2,150292,Женские очки,54,17,140,140
1500,Maxmara,"MM 0039, 59F",MM003959F,Женские очки,51,18,140,135
1501,Maxmara,"MM 0034, 08A",MM003408A,Женские очки,60,15,140,143
1502,Maxmara,"MM 0041, 01A",MM004101A,Женские очки,56,17,140,146
1503,Valentin Yudashkin,VY 7004 02,VY700402,Женские очки,55,20,145,145
1504,Guess,GU7599 92W,GU759992W,Женские очки,56,17,140,140
1505,Guess,GU3036 89G,GU303689G,Женские очки,51,21,135,135
1506,Guess,GU7472 56F,GU747256F,Женские очки,56,17,140,143
1507,Guess,GU7438 05B,GU743805B,Женские очки,54,18,135,134
1508,Roberto Cavalli,RC 1142 28V,RC114228V,Женские очки,62,19,140,135
1509,Despada,DS-1714 C.3,DS1714C3,Женские очки,54,21,144,140
1510,Calvin Klein,"JEANS, CKJ 813S 519",JEANSCKJ813S519,Женские очки,52,17,135,135
1511,Calvin Klein,"JEANS, CKJ 799S 108",JEANSCKJ799S108,Женские очки,51,22,140,135
1512,Polivizor,WJ450 C.2,WJ450C2,Женские очки,64,17,135,143
1513,Polivizor,SQ88329 C.6,SQ88329C6,Женские очки,55,15,135,136
1514,Despada,DS-2222 C.3,DS2222C3,Женские очки,60,15,145,138
1515,Hermossa,HM-1263 C2,HM1263C2,Женские очки,68,17,143,138
1516,Despada,DS-1819 C.1,DS1819C1,Женские очки,69,15,145,142
1517,Blancia,BC-1110 C2,BC1110C2,Женские очки,56,18,140,140
1518,Blancia,BC-1218 C2,BC1218C2,Женские очки,58,16,145,141
1519,Blancia,BC-1075 C3,BC1075C3,Женские очки,54,20,140,137
1520,Hermossa,HM-1302 C4,HM1302C4,Женские очки,55,19,145,138
1521,Hermossa,HM-1306 C3,HM1306C3,Женские очки,53,22,145,139
1522,Hermossa,HM-1314 C4,HM1314C4,Женские очки,57,19,140,142
1523,Despada,DS-2180 C.3,DS2180C3,Женские очки,53,20,145,132
1524,Despada,DS-2230 C.1,DS2230C1,Женские очки,56,17,145,140
1525,Despada,DS-1622 C.5,DS1622C5,Женские очки,60,15,145,137
1526,Despada,DS-1817 C.3,DS1817C3,Женские очки,61,15,140,145
1527,Sunstar,STJ0015 C.2,STJ0015C2,Женские очки,58,14,145,143
1528,Sunstar,STJ0015 C.4,STJ0015C4,Женские очки,58,14,145,140
1529,Ana Hickmann,AH3199 A02F,AH3199A02F,Женские очки,51,24,145,143
1530,Ana Hickmann,AH3123 K01,AH3123K01,Женские очки,52,22,140,145
1531,Chopard,"SCH 214S, 0700",SCH214S0700,Женские очки,53,18,140,141
1532,Maxmara,"MM FLAT II, YV4IR",MMFLATIIYV4IR,Женские очки,54,18,140,138
1533,Marc Jacobs,"MARC 261/S, NS8IR",MARC261SNS8IR,Женские очки,56,18,145,134
1534,Ted Baker,AVERY 1541 220,AVERY1541220,Женские очки,52,18,135,135
1535,Michael Kors,"MK 2034, 3204T3",MK20343204T3,Женские очки,55,18,140,140
1536,Vogue,"VO 5245-S, W44/87",VO5245SW4487,Женские очки,53,19,140,140
1537,Guess,GU8242 20B,GU824220B,Женские очки,55,22,145,145
1538,Guess,GU8235 28F,GU823528F,Женские очки,57,19,140,140
1539,Guess,GU7413 08C,GU741308C,Женские очки,53,19,135,139
1540,Guess,GU6900 49E,GU690049E,Женские очки,52,18,140,135
1541,Guess,GU7413 32Q,GU741332Q,Женские очки,53,19,135,138
1542,Kenzo,KZ3135 C01,KZ3135C01,Женские очки,54,16,140,135
1543,Grand Voyage,S002 C2,S002C2,Женские очки,54,17,140,140
1544,Grand Voyage,1728 C2,1728C2,Женские очки,54,18,140,140
1545,Grand Voyage,S007 C2,S007C2,Женские очки,58,16,145,150
1546,Grand Voyage,S006 C1,S006C1,Женские очки,59,18,140,144
1547,Grand Voyage,S003 C2,S003C2,Женские очки,60,18,140,144
1548,Grand Voyage,1721 C2,1721C2,Женские очки,54,17,135,135
1549,Tom Ford,TF 361 80B,TF36180B,Женские очки,54,17,135,143
1550,Ray Ban,RB4256 6252/B7,RB42566252B7,Женские очки,49,20,150,135
1551,Retro,ANTONIO SORDI 2155 B670,ANTONIOSORDI2155B670,Женские очки,58,16,130,140
1552,Retro,ANTONIO SORDI 2160 B656,ANTONIOSORDI2160B656,Женские очки,58,14,130,140
1553,Versace,4246-B 5002/87,4246B500287,Женские очки,56,18,135,143
1554,Bulget,BG9078 A01,BG9078A01,Женские очки,56,17,140,135
1555,Bulget,BG3219 05A,BG321905A,Женские очки,60,16,145,149
1556,Versace,4263 5084/8H,426350848H,Женские очки,57,15,140,136
1557,Lastrada,"СОЛНЦЕЗАЩИТНЫЕ ОЧКИ LA STRADA, 9241/15 C1",СОЛНЦЕЗАЩИТНЫЕОЧКИLASTRADA924115C1,Женские очки,60,12,140,137
1558,Lastrada,"СОЛНЦЕЗАЩИТНЫЕ ОЧКИ LA STRADA, 9240/15 C3",СОЛНЦЕЗАЩИТНЫЕОЧКИLASTRADA924015C3,Женские очки,56,17,140,150
1559,Alessandro Valerie,7010 - 1108,70101108,Женские очки,64,18,120,135
1560,Ana Hickmann,AH3102 04H,AH310204H,Женские очки,59,14,135,143
1561,Ana Hickmann,AH3112 04A,AH311204A,Женские очки,60,16,140,140
1562,Ana Hickmann,AH3146 07B,AH314607B,Женские очки,61,16,145,145
1563,Ana Hickmann,AH3077 09D,AH307709D,Женские очки,63,15,130,140
1564,Ana Hickmann,AH3147 01A,AH314701A,Женские очки,61,16,145,145
1565,Ana Hickmann,AH3147 15A,AH314715A,Женские очки,61,16,145,145
1566,Ana Hickmann,AH9107 A01,AH9107A01,Женские очки,58,16,130,130
1567,Ana Hickmann,HI9024 H03,HI9024H03,Женские очки,58,16,145,143
